host_since,host_is_superhost,latitude,longitude,accommodates,bedrooms,beds,review_scores_rating
2012-11-07,f,4.067.907,-7.396.367,3,1,1,4.75
2012-07-22,f,4.067.806,-7.397.947,1,1,1,5.0
2014-06-09,f,4.070.893,-7.394.886,2,1,1,5.0
2014-06-09,f,4.080.134,-7.394.374,2,1,2,4.5
2014-05-27,f,4.059.583,-7.396.887,1,1,1,3.67
2010-04-17,f,4.075.124,-7.399.782,2,1,1,4.64
2011-03-02,f,4.077.268,-7.396.345,2,1,1,4.0
2011-09-18,f,4.068.637,-7.398.602,2,,1,4.75
2014-06-09,t,4.068.752,-7.392.381,2,1,1,4.96
2014-06-09,f,4.077.787,-7.395.104,2,,1,4.86
2012-09-30,f,4.071.989,-7.398.954,2,1,1,4.56
2014-05-19,f,4.069.282,-7.397.064,1,1,1,4.8
2012-04-01,f,4.067.044,-7.395.664,2,1,1,4.77
2009-11-23,f,4.080.207,-7.397.048,2,1,1,
2012-04-06,f,406.921,-7.384.813,5,3,4,
2012-11-29,f,4.067.622,-7.390.657,4,1,3,4.57
2014-02-19,f,406.825,-7.395.038,2,1,1,4.91
2014-06-12,f,4.067.926,-7.394.807,6,3,3,4.75
2013-11-12,f,4.084.614,-7.396.606,4,1,1,4.55
2014-03-27,f,40.688,-7.393.568,4,2,3,4.24
2014-04-13,t,4.081.611,-7.392.491,2,,1,4.46
2014-03-03,f,4.076.884,-7.395.828,4,2,3,5.0
2010-07-21,f,4.069.948,-7.393.898,2,2,2,
2014-06-13,f,4.080.048,-7.396.621,2,1,1,4.0
2014-07-21,f,4.065.319,-7.396.101,3,1,2,4.78
2014-06-14,t,4.071.641,-7.399.256,6,3,4,4.83
2014-06-14,t,4.071.558,-7.388.233,3,,1,4.93
2014-06-14,t,4.074.515,-7.390.865,2,1,1,4.82
2014-06-15,f,4.078.836,-7.394.762,2,1,1,5.0
2012-09-23,f,4.068.747,-7.398.221,6,3,2,
2013-07-02,t,4.075.007,-7.399.723,2,,1,4.75
2012-04-11,f,4.073.203,-7.400.676,3,1,2,4.72
2014-06-16,t,4.076.049,-7.396.208,2,1,1,4.92
2011-10-14,f,4.074.646,-7.399.678,2,1,1,5.0
2014-06-16,f,4.069.886,-7.391.507,2,1,1,4.75
2009-05-30,f,4.070.944,-7.395.551,2,1,1,5.0
2014-02-25,f,4.067.172,-7.395.703,2,1,1,4.39
2011-03-21,f,4.083.608,-7.393.854,1,1,1,5.0
2010-12-13,f,4.068.859,-7.398.682,2,1,1,4.5
2014-06-17,t,4.060.883,-7.394.803,6,3,4,4.7
2014-06-17,f,4.074.349,-7.394.954,3,1,2,4.75
2012-12-04,f,4.065.356,-7.397.515,2,1,1,4.29
2014-06-18,f,4.074.545,-7.400.435,4,2,2,4.8
2013-07-15,f,4.072.623,-7.394.128,4,,2,4.94
2014-06-18,t,4.081.965,-7.395.267,1,1,1,4.56
2014-06-18,f,4.071.841,-7.398.596,2,,1,4.5
2014-06-18,f,4.065.449,-7.394.244,2,1,1,
2012-05-17,f,4.069.832,-73.91,2,1,2,5.0
2014-06-19,f,4.071.673,-7.395.612,2,1,1,4.71
2012-11-02,f,4.065.243,-7.396.356,2,1,1,
2013-04-05,f,4.068.905,-7.397.885,4,3,3,4.81
2014-05-28,t,4.067.954,-7.397.561,2,1,1,4.94
2014-06-19,f,4.077.501,-7.392.541,4,1,2,4.66
2014-06-19,f,4.064.502,-739.647,4,2,2,5.0
2013-05-07,f,4.070.935,-7.394.614,1,1,1,
2014-03-25,f,4.075.946,-7.399.623,2,1,1,
2013-10-08,f,4.069.962,-7.390.545,2,1,2,4.82
2014-06-21,f,4.066.268.894.972.040,-7.383.418.794.017.900,2,1,2,5.0
2011-08-02,f,4.074.072,-7.398.312,2,1,1,4.91
2013-04-29,f,407.094,-7.400.199,1,1,1,
2014-06-21,f,406.482,-7.397.486,3,1,1,4.92
2011-04-11,f,4.072.088,-7.399.366,3,1,2,4.0
2012-05-23,f,4.067.309,-7.393.048,3,1,3,
2014-06-22,f,4.080.303,-7.393.888,2,3,1,4.75
2011-03-26,f,4.064.989,-7.400.766,5,3,3,5.0
2014-06-23,f,4.079.348,-7.397.534,4,2,2,5.0
2014-06-23,f,405.914,-737.352,4,2,2,
2010-07-23,f,4.068.526,-7.398.513,3,1,1,4.83
2014-06-23,f,4.066.985,-7.393.235,2,1,1,4.69
2014-06-23,f,408.308,-7.394.859,16,,,4.89
2013-04-09,t,4.079.252,-7.394.566,2,1,1,4.89
2014-06-23,f,4.071.111,-7.401.538,2,1,1,
2014-06-23,t,4.082.964,-7.394.446,2,1,1,4.62
2013-07-22,t,4.077.284,-7.401.442,4,2,2,4.9
2012-06-07,f,4.069.345,-7.392.179,4,1,1,0.0
2013-04-01,t,4.071.266,-7.395.059,5,2,3,4.91
2014-06-24,f,4.071.207,-7.396.503,5,3,3,4.66
2011-12-15,f,4.069.733,-7.393.172,1,1,1,
2014-06-25,f,4.070.608,-7.393.257,2,1,1,4.71
2014-06-25,f,4.068.974,-7.396.717,4,2,2,4.89
2014-06-25,f,4.077.547,-7.395.127,4,,2,0.0
2013-07-10,f,4.067.526,-7.397.803,2,1,1,4.8
2014-06-26,f,4.076.521,-7.395.913,4,2,3,4.92
2014-06-26,f,4.067.768,-7.396.605,4,3,6,4.77
2014-06-27,f,4.085.465,-7.393.982,2,1,1,4.6
2014-06-24,f,4.078.368,-7.394.999,2,,1,5.0
2013-09-08,f,4.071.207,-739.468,2,1,1,5.0
2014-06-27,f,4.068.166,-739.816,4,2,3,4.5
2014-06-20,f,4.067.389,-7.397.762,5,2,3,4.94
2014-03-28,f,4.067.366,-7.395.895,2,1,1,4.63
2011-05-27,f,4.071.662,-7.395.736,4,2,,
2014-06-29,t,4.080.504,-7.395.732,3,1,1,4.91
2011-06-05,f,4.068.469,-739.654,3,,2,4.76
2012-06-03,f,4.071.291,-7.395.557,4,1,2,
2010-07-23,f,4.081.677,-7.395.304,5,3,3,
2013-10-23,f,407.212,-7.398.893,3,1,2,4.0
2014-06-29,t,4.081.507,-7.394.369,2,1,1,4.21
2013-02-25,f,4.080.176,-7.394.041,2,1,1,4.67
2014-06-30,f,4.076.665,-7.398.457,2,1,1,
2014-02-13,f,4.068.569,-73.973,4,2,2,4.75
2012-11-04,f,4.054.153,-7.416.442,3,1,1,4.87
2014-06-30,f,4.080.255,-7.393.832,4,2,2,4.0
2011-12-13,f,4.067.623,-7.401.529,4,1,3,4.42
2014-06-30,f,4.080.417,-7.394.009,6,3,3,4.43
2013-04-07,f,40.685.992.018.469.200,-739.587.404.599.658,2,1,,4.66
2012-12-10,f,406.856,-7.396.848,2,1,1,4.93
2012-12-04,f,4.072.099,-7.399.754,2,1,1,
2013-06-02,f,4.080.681,-7.394.752,4,2,2,4.0
2014-06-25,f,4.085.229,-7.390.771,2,3,1,4.55
2012-10-11,f,4.070.967,-7.395.698,3,1,2,4.83
2009-05-06,f,4.071.721,-7.403.863,5,2,4,4.44
2012-06-05,f,4.077.105,-7.394.813,4,1,2,
2014-07-02,f,4.082.576,-7.393.991,4,1,2,4.67
2012-08-13,f,407.393,-7.389.958,1,1,1,
2012-08-13,f,4.077.025,-7.392.628,1,1,1,4.38
2014-05-19,t,406.901,-7.392.476,8,3,5,4.87
2014-06-25,t,40.808.376,-73.955.307,2,,1,4.86
2014-07-03,f,4.071.979,-7.396.204,4,3,6,5.0
2014-07-03,t,4.071.336,-7.393.696,3,1,1,4.68
2014-05-19,f,4.085.791,-7.392.709,4,1,1,4.33
2014-07-03,f,4.077.797,-7.390.604,1,1,1,4.5
2014-01-14,f,4.073.877,-7.398.171,2,1,1,5.0
2014-07-05,f,4.081.182,-7.390.371,2,1,1,4.27
2014-07-05,f,4.073.223,-7.399.265,2,1,1,4.91
2014-06-27,f,4.071.359,-7.393.627,4,1,1,4.5
2014-07-05,f,4.073.632,-7.395.543,2,2,2,4.8
2014-07-05,f,4.082.947,-7.395.104,2,1,2,
2014-07-03,t,4.082.823,-7.395.054,2,1,1,4.95
2011-05-23,f,406.769,-739.454,4,2,5,4.79
2013-04-29,f,407.199,-7.395.519,6,2,2,5.0
2013-03-10,f,4.086.168,-7.392.924,2,1,1,4.68
2014-07-06,f,4.069.039,-7.397.007,2,1,,4.65
2011-08-04,t,4.068.251,-7.396.071,2,2,2,4.66
2014-07-06,f,407.315,-7.398.605,3,1,1,4.58
2014-07-06,f,4.080.172,-7.395.126,4,1,2,4.57
2014-04-29,t,4.068.403,-7.394.271,6,2,3,4.38
2013-05-20,f,4.069.396,-739.446,2,1,1,4.77
2013-11-11,f,4.066.942,-7.394.938,2,1,1,4.67
2010-09-08,f,4.081.856,-7.394.238,4,1,2,4.64
2014-07-07,t,4.071.922,-7.400.276,4,2,2,4.94
2014-04-16,f,4.079.847,-7.394.833,2,1,1,4.83
2014-07-07,f,4.076.878,-7.398.719,2,1,1,
2013-06-27,t,4.065.613,-7.396.073,2,1,1,4.93
2014-03-20,f,4.071.777,-7.398.401,3,1,2,4.76
2011-04-13,f,4.073.779,-7.398.032,2,,1,4.67
2014-06-09,f,4.071.947,-7.398.819,2,,1,4.45
2014-07-08,f,4.072.637,-7.398.188,2,1,1,4.71
2014-06-25,f,408.507,-7.390.823,2,2,1,4.14
2012-07-17,f,4.067.209,-7.395.906,6,2,4,5.0
2014-06-24,f,4.068.591,-7.392.213,2,1,1,4.56
2014-07-09,f,4.067.149,-7.399.151,2,1,1,4.64
2014-07-09,f,4.070.228,-7.392.824,2,1,1,5.0
2013-05-09,f,4.071.687,-7.395.754,2,2,2,4.86
2011-11-24,f,4.066.347,-7.398.383,2,1,1,4.75
2014-07-09,t,4.073.478,-7.400.108,3,,1,4.67
2014-06-23,t,4.082.012,-7.394.411,2,2,2,5.0
2013-06-27,t,4.065.508,-739.603,5,3,3,4.93
2013-05-21,f,4.064.859,-7.400.095,1,1,1,
2011-05-28,f,4.066.196,-7.398.552,2,,1,
2013-07-02,t,4.083.498,-739.393,2,1,1,4.33
2012-05-17,f,406.853,-739.619,2,1,1,
2013-06-14,f,4.068.185,-7.396.041,4,1,2,4.76
2012-01-30,f,4.066.617,-7.397.593,2,1,1,4.86
2011-10-03,f,4.072.571,-7.399.746,1,1,1,4.0
2014-07-12,f,4.079.808,-7.394.565,2,1,1,4.48
2014-07-13,f,4.074.766,-7.399.434,4,1,2,4.94
2014-07-13,f,4.080.349,-7.395.851,6,2,4,4.6
2014-07-13,f,4.085.041,-7.393.815,8,2,4,
2014-01-20,f,407.038,-7.392.135,3,1,2,4.0
2014-07-13,f,4.076.187,-7.380.418,9,4,5,4.93
2014-07-10,f,4.080.872,-7.394.124,4,,3,4.76
2012-09-16,f,4.072.205,-7.398.838,2,1,1,4.65
2013-08-28,t,4.072.974,-7.400.706,2,,1,4.97
2013-05-09,f,4.065.456,-7.395.534,2,1,1,4.78
2012-12-18,f,4.073.198,-7.403.243,4,2,2,
2014-07-14,f,4.071.516,-7.394.688,1,1,1,5.0
2013-04-29,f,4.076.865,-7.391.953,2,1,1,5.0
2014-07-14,f,4.067.445,-7.396.757,2,,1,4.33
2014-02-22,f,4.074.602,-7.398.466,3,1,1,4.31
2014-07-15,f,4.073.073,-7.398.181,4,1,1,4.6
2014-07-10,f,4.077.388,-739.508,4,1,2,4.95
2010-06-17,f,4.072.167,-7.399.523,1,1,1,5.0
2014-04-11,f,4.066.748,-7.392.589,4,2,2,4.27
2014-07-11,f,4.074.156,-7.397.836,2,,1,4.7
2014-07-15,f,4.072.675,-7.398.548,1,1,,5.0
2014-07-16,f,4.069.218,-7.393.911,1,1,1,4.77
2012-12-16,f,4.070.828,-7.401.292,2,1,2,4.67
2012-05-15,f,4.068.274,-7.399.252,1,1,1,4.83
2014-07-03,f,4.063.738,-7.395.386,2,1,1,4.67
2014-04-14,f,4.066.841,-7.398.287,2,1,1,4.82
2013-01-11,f,4.076.514,-7.393.361,2,1,1,4.89
2013-05-19,f,4.071.424,-7.396.259,2,1,1,4.8
2012-06-07,f,4.075.193,-7.389.085,1,1,1,5.0
2014-07-17,f,406.502,-7.400.617,2,1,1,4.98
2014-03-20,f,407.713,-7.395.753,3,2,2,5.0
2013-03-27,f,4.081.876,-7.392.691,2,1,1,4.22
2014-04-29,f,4.064.548,-7.395.918,5,1,2,4.91
2014-07-17,f,4.078.848,-739.474,1,1,1,5.0
2013-07-02,t,4.074.844,-7.399.665,2,,1,04.07
2013-07-15,f,4.072.672,-7.393.983,4,1,2,5.0
2014-07-18,f,4.069.942,-7.391.209,1,1,1,4.82
2011-04-25,f,4.067.821,-7.396.496,4,2,3,4.82
2014-07-19,f,406.829,-7.399.925,5,2,3,5.0
2012-04-02,f,4.065.455,-7.395.928,2,1,1,4.38
2013-11-25,f,4.068.734,-7.392.817,2,1,1,4.44
2013-04-13,f,407.759,-7.391.432,1,1,1,4.92
2012-04-11,f,4.076.022,-7.395.959,5,2,3,4.76
2014-07-01,f,407.156,-7.393.961,2,1,1,4.63
2011-06-09,f,4.058.861,-7.381.489,2,1,1,4.9
2013-08-03,f,4.078.502,-7.394.458,2,1,1,4.15
2014-07-20,f,4.088.805,-7.385.311,1,1,1,4.92
2014-07-20,f,4.067.254,-7.395.404,3,1,1,4.75
2014-07-21,f,4.073.311,-7.398.941,1,1,1,
2013-08-16,t,4.072.127,-7.399.577,3,1,1,4.83
2011-06-16,t,4.067.651,-7.394.466,5,3,3,4.82
2014-07-21,f,4.068.412,-7.395.039,6,2,4,
2014-03-20,f,4.077.288,-7.395.711,2,1,1,4.6
2014-07-21,f,4.069.133,-7.395.295,3,2,2,5.0
2014-07-02,f,4.062.157,-74.025,4,1,2,4.95
2014-07-21,f,4.077.271,-7.395.269,1,,,4.85
2014-06-05,f,4.068.362,-7.396.014,5,2,3,4.63
2012-04-05,f,4.069.828,-7.397.604,2,,1,4.94
2014-07-22,f,4.074.329,-7.392.317,2,1,2,4.85
2013-10-21,f,4.080.656,-7.395.061,5,2,2,4.36
2014-07-22,f,4.068.371,-7.395.058,4,1,2,4.78
2014-06-20,f,4.067.029,-7.397.779,8,3,4,5.0
2013-07-14,t,4.084.581,-7.394.212,2,1,1,4.88
2014-07-23,f,4.068.855,-7.391.502,4,2,2,4.5
2012-07-16,f,4.069.796,-7.393.507,2,1,1,4.78
2014-05-21,f,4.069.646,-7.396.886,2,,1,4.57
2012-06-14,t,40.688.835,-73.942.787,4,1,2,4.67
2014-07-22,f,407.791,-739.793,3,1,2,4.8
2013-04-04,f,4.072.704,-7.400.085,2,,1,4.65
2013-01-19,f,4.068.769,-7.395.333,2,1,1,4.67
2014-01-16,f,4.064.573,-7.397.711,1,1,1,4.9
2012-06-18,f,4.064.327,-73.976,9,5,6,4.86
2011-08-23,f,4.068.563,-7.395.561,4,2,1,4.83
2014-07-22,t,4.071.427,-7.394.139,2,1,1,4.83
2010-11-28,f,4.071.625,-7.395.667,5,1,1,4.78
2011-07-11,f,4.066.771,-7.392.333,2,1,4,4.74
2014-07-15,f,4.073.481,-7.398.422,3,1,1,4.82
2013-03-14,f,4.067.929,-7.397.208,2,1,1,3.67
2013-07-22,f,4.073.016,-7.399.775,3,1,2,4.8
2014-07-25,f,4.068.001,-7.397.473,1,1,1,4.5
2012-08-03,f,4.077.987,-7.398.548,4,1,2,5.0
2014-07-25,f,4.077.817,-7.397.844,2,2,2,
2013-12-27,f,4.076.027,-7.399.081,2,,1,
2012-02-21,f,4.072.188,-7.399.611,3,1,1,4.8
2014-07-26,f,4.066.311,-7.395.354,8,3,4,4.73
2014-05-20,f,4.074.402,-739.157,4,1,3,4.62
2014-04-11,f,4.066.875,-7.392.389,4,2,2,4.0
2013-11-03,t,407.946,-7.394.867,3,1,2,4.83
2014-07-27,f,4.068.245,-7.394.407,5,2,3,4.62
2014-07-27,f,4.079.598,-7.393.442,4,1,1,4.5
2012-02-01,f,4.077.842,-7.401.538,7,2,2,4.5
2013-01-24,f,4.067.837,-7.398.256,4,2,2,4.78
2014-07-28,f,4.073.525,-7.385.274,2,1,1,4.5
2014-07-28,f,4.080.257,-739.548,1,1,1,
2014-07-28,f,4.070.043,-7.392.868,2,1,1,4.79
2013-02-12,f,4.068.859,-7.393.948,2,1,1,4.78
2014-07-29,f,4.069.613,-7.396.585,5,2,3,4.71
2014-07-07,f,4.075.076,-7.398.262,6,2,5,4.29
2012-09-16,f,4.072.313,-7.399.291,2,1,1,
2014-04-09,f,4.065.132,-739.578,1,1,1,
2014-07-29,f,4.068.694,-7.393.893,1,1,2,4.86
2014-07-30,t,4.064.489,-7.407.789,3,1,1,4.85
2013-10-20,f,4.074.648,-7.390.116,2,1,1,4.67
2014-05-21,f,4.071.672,-7.395.928,2,1,1,4.86
2013-11-18,f,4.071.649,-739.618,2,1,1,4.95
2014-05-01,f,4.068.599,-7.395.538,6,2,5,4.86
2014-07-30,t,4.070.661,-7.392.043,6,2,3,4.92
2013-11-10,f,4.074.741,-7.397.667,4,1,2,4.43
2014-07-31,f,4.071.726,-7.401.134,4,1,3,4.75
2014-06-30,t,407.371,-739.802,1,1,1,4.71
2014-07-31,f,4.080.765,-7.395.627,1,1,1,4.82
2014-07-31,t,4.067.561,-7.393.118,3,1,2,4.86
2014-07-31,f,4.075.481,-73.916,2,1,1,4.75
2013-12-07,f,4.067.643,-7.396.392,4,2,3,4.78
2014-07-31,t,4.062.828,-7.373.278,2,,1,4.65
2013-11-07,f,4.074.119,-7.397.995,4,1,1,4.3
2014-03-02,t,4.070.125,-7.392.877,2,1,2,4.86
2013-02-26,f,4.065.364,-7.396.247,1,1,1,4.13
2014-06-30,f,4.080.519,-739.364,2,1,1,4.58
2014-06-30,f,408.022,-7.393.881,2,1,,4.48
2014-06-03,f,4.068.217,-7.391.003,6,2,3,4.92
2014-07-07,f,4.068.814,-7.393.591,2,1,1,4.14
2012-07-28,f,4.084.826,-7.391.062,2,1,1,4.66
2014-08-02,f,4.074.455,-7.398.478,4,1,1,4.5
2013-04-05,f,408.096,-7.394.712,4,1,2,4.72
2014-07-25,f,4.068.334,-73.948,4,1,2,4.63
2014-08-03,f,4.076.517,-7.398.828,2,1,1,
2014-08-03,t,4.079.441,-7.400.079,3,1,2,4.9
2013-02-07,f,4.073.066,-7.399.947,1,1,1,4.79
2012-08-24,t,4.071.179,-7.394.871,4,,2,4.85
2012-09-30,f,4.079.126,-7.397.182,2,,1,4.84
2012-09-30,f,4.079.199,-7.397.346,2,,1,4.88
2014-06-05,f,4.068.987,-7.397.681,2,1,1,4.8
2013-03-29,f,4.085.665,-7.392.874,1,1,1,
2014-07-21,f,4.072.793,-7.395.011,2,1,1,5.0
2012-04-11,f,4.073.368,-7.400.797,3,1,1,4.78
2012-07-23,f,4.069.375,-7.396.576,2,1,1,4.79
2012-08-13,f,4.075.482,-7.390.828,1,1,1,4.77
2011-06-14,f,4.071.675,-7.395.362,4,1,1,4.64
2012-06-03,f,4.068.569,-7.398.224,2,1,1,5.0
2014-08-05,f,4.068.188,-7.397.786,5,3,3,4.75
2013-05-29,f,4.071.067,-739.525,2,1,1,4.68
2013-07-13,f,4.064.091,-7.390.113,4,1,3,4.56
2011-07-12,f,4.071.685,-7.396.137,2,,1,4.0
2014-02-09,f,4.073.988,-7.399.864,3,,1,4.9
2014-06-11,f,4.075.678,-7.398.995,1,1,1,4.76
2014-08-06,f,4.071.227,-7.401.703,2,,1,4.38
2014-08-06,f,4.076.315,-7.392.709,1,1,1,5.0
2014-05-13,f,4.075.914,-7.396.119,2,,1,4.9
2014-08-06,f,4.072.537,-7.383.808,2,1,1,4.89
2013-05-28,f,4.074.246,-739.272,1,1,1,5.0
2012-04-11,f,4.076.469,-7.398.694,4,,3,4.62
2012-04-11,f,4.074.249,-7.397.304,4,1,2,4.86
2012-10-13,f,4.080.259,-7.395.563,2,1,1,4.96
2011-12-02,t,4.068.168,-7.392.981,5,2,3,4.72
2014-07-26,f,4.069.119,-7.395.464,1,2,1,
2014-08-07,f,4.072.901,-7.399.963,1,,1,5.0
2013-02-22,t,4.079.037,-7.400.827,4,1,2,4.82
2013-06-20,f,4.073.294,-7.398.436,2,,1,5.0
2011-12-08,f,4.072.898,-7.400.367,4,1,1,5.0
2013-01-14,f,407.129,-7.395.673,2,1,1,
2014-08-08,t,4.063.883,-7.391.748,2,1,1,4.49
2014-07-14,f,4.072.777,-7.400.427,2,1,,4.61
2012-04-14,f,4.068.127,-7.394.865,4,1,1,4.0
2014-08-08,t,4.064.039,-7.391.576,2,1,1,4.73
2012-08-22,f,4.077.443,-7.391.925,2,1,1,4.35
2012-08-22,f,4.077.364,-7.391.987,2,1,1,4.38
2014-08-10,f,4.073.645,-7.400.122,2,1,1,5.0
2014-08-10,t,4.076.412,-7.388.197,6,2,2,4.4
2010-07-22,f,4.079.859,-7.396.442,6,2,3,4.97
2010-04-12,f,406.594,-7.395.661,5,2,2,4.33
2012-08-13,f,4.074.205,-7.390.862,1,2,1,4.75
2013-12-01,f,4.070.824,-7.394.681,2,1,1,4.94
2013-10-29,f,406.337,-7.402.527,2,,1,5.0
2014-07-17,f,4.072.014,-7.398.601,4,2,2,4.57
2014-08-11,f,4.081.923,-7.395.248,4,2,3,4.67
2014-08-11,f,4.071.382,-7.400.546,2,1,1,4.9
2014-08-02,t,4.062.265,-7.392.658,4,2,3,4.75
2012-08-30,f,406.685,-7.394.703,4,2,2,4.9
2013-02-02,f,4.073.637,-7.398.604,2,1,1,4.84
2014-04-29,t,4.068.493,-7.394.652,4,,2,4.43
2014-08-11,f,4.058.921,-7.379.508,8,4,4,4.86
2014-02-26,f,4.066.112,-7.399.265,4,2,2,5.0
2012-10-14,f,4.065.636,-739.608,1,1,1,4.18
2014-05-20,f,4.074.249,-7.402.885,2,1,2,4.98
2014-08-12,f,408.356,-739.425,2,1,,4.64
2014-03-03,f,4.070.684,-7.394.227,1,1,1,
2014-03-28,f,4.072.275,-7.394.088,2,2,2,4.67
2014-08-10,f,4.076.053,-7.399.002,2,1,1,
2014-07-07,f,4.074.905,-739.831,5,2,1,4.44
2009-10-21,f,4.071.974,-7.398.924,3,1,1,4.76
2014-04-29,t,4.068.372,-739.421,6,2,3,4.24
2013-08-15,f,4.078.124,-7.395.227,2,1,1,
2014-08-13,f,4.077.517,-7.395.386,2,1,1,
2013-01-02,f,4.073.044,-7.398.549,4,1,2,4.79
2014-08-14,f,4.079.179,-7.397.541,1,1,1,4.83
2012-11-07,f,4.074.576,-7.397.439,4,1,3,4.15
2010-08-08,f,4.081.468,-7.394.582,1,1,1,4.85
2014-02-25,f,4.067.046,-7.395.618,4,2,1,4.81
2014-08-15,f,406.602,-7.396.014,4,1,2,4.46
2014-08-16,f,4.070.778,-740.048,2,1,1,4.18
2014-08-17,f,407.213,-7.399.619,4,2,2,5.0
2010-07-04,f,4.067.705,-7.394.499,1,1,1,4.67
2014-08-17,t,407.187,-7.394.903,3,2,3,4.85
2014-08-17,t,4.067.751,-7.397.503,2,1,1,4.93
2014-08-17,f,4.070.772,-7.401.557,3,,1,4.83
2014-03-30,f,4.083.377,-7.394.278,2,1,2,4.4
2013-02-13,t,4.069.036,-7.398.024,2,1,1,4.88
2013-05-16,f,4.073.317,-7.400.356,4,1,1,5.0
2013-08-30,f,4.075.324,-7.391.308,1,1,1,4.67
2013-04-11,f,4.070.688,-7.393.491,2,1,1,5.0
2014-08-19,f,4.068.221,-7.395.481,2,1,1,4.86
2014-07-03,f,4.076.826,-739.283,1,1,1,4.6
2014-07-24,f,4.071.654,-7.399.109,4,1,2,4.48
2013-09-27,f,4.074.802,-7.397.278,2,1,1,5.0
2013-01-15,f,4.071.952,-7.395.374,2,,1,
2013-07-02,t,4.074.857,-7.399.708,2,,2,4.59
2014-03-20,f,4.077.116,-7.395.685,2,1,1,4.83
2013-10-14,f,4.074.047,-7.402.761,3,1,2,4.69
2014-08-19,f,4.066.304,-7.392.507,1,1,1,4.86
2014-04-21,f,4.071.957,-739.863,1,1,1,
2011-05-24,f,4.073.094,-7.395.202,2,1,1,5.0
2010-03-14,f,4.072.285,-7.394.177,2,1,1,4.5
2014-08-21,f,4.072.524,-7.398.074,2,1,1,3.57
2014-08-21,f,4.079.558,-7.396.218,2,1,1,
2014-08-21,f,4.085.621,-7.393.209,4,1,1,4.0
2014-08-21,f,407.512,-7.394.019,2,1,1,4.0
2011-07-27,f,4.080.866,-7.392.069,1,1,3,4.54
2014-08-22,f,4.070.909,-738.181,2,1,2,4.85
2012-06-05,f,4.070.619,-7.401.791,4,1,2,4.86
2014-08-23,f,4.071.721,-7.395.869,2,,1,4.83
2014-08-23,f,4.069.414,-7.399.572,2,1,2,4.8
2014-08-23,f,40.77,-7.392.833,1,1,1,4.8
2014-08-23,f,4.074.476,-7.397.837,1,1,1,4.92
2014-08-23,f,4.076.122,-7.398.801,2,1,1,4.97
2014-08-23,f,4.079.877,-7.396.805,4,3,3,4.75
2014-08-23,f,4.068.805,-7.395.865,5,2,3,4.91
2013-11-02,f,4.068.762,-739.162,1,1,1,
2014-08-24,f,4.079.304,-7.397.495,4,2,3,4.56
2010-11-22,f,4.081.167,-7.385.387,5,2,3,4.57
2010-11-22,f,4.081.204,-7.385.526,2,1,1,
2014-02-22,f,4.072.553,-7.400.226,2,,1,3.8
2013-11-22,f,4.077.189,-7.398.011,2,1,2,4.81
2014-08-25,f,4.061.942,-7.392.315,5,2,4,4.42
2014-08-25,f,4.073.341,-7.398.762,2,1,1,5.0
2013-04-02,f,4.068.448,-7.391.352,7,3,3,5.0
2014-08-26,t,4.067.987,-7.393.884,6,3,4,4.84
2011-09-02,f,4.082.235,-7.395.407,2,1,1,4.37
2014-08-26,t,4.072.812,-7.400.014,2,1,1,4.21
2014-08-19,f,4.066.293,-7.392.522,1,1,1,4.83
2012-08-05,f,4.068.741,-7.399.477,2,1,1,
2012-03-01,f,4.063.571,-7.396.101,2,1,1,
2014-07-02,f,4.063.562,-740.235,4,2,1,0.0
2014-08-10,f,4.068.316,-7.396.163,3,2,2,
2014-08-15,f,407.899,-7.397.624,2,1,1,
2014-08-27,f,407.427,-7.391.262,5,1,2,4.9
2014-08-27,f,4.074.759,-7.398.539,4,,2,4.2
2014-08-03,f,4.075.465,-7.395.662,4,1,1,4.3
2013-05-11,f,4.075.249,-7.400.163,2,1,1,4.93
2014-08-28,f,4.068.085,-7.394.861,4,,2,4.8
2014-08-28,f,4.068.696,-7.391.698,5,3,3,4.81
2011-10-10,t,4.068.148,-7.394.275,2,1,2,4.63
2014-05-26,t,4.066.614,-7.398.609,5,3,4,4.78
2014-08-29,f,4.075.615,-7.399.357,5,1,2,4.58
2013-05-02,f,4.067.687,-7.397.897,2,,1,4.5
2013-02-20,f,4.071.363,-740.063,8,5,,5.0
2014-04-21,f,4.073.455,-7.400.614,2,,1,4.69
2012-08-03,f,4.068.288,-739.611,2,1,1,4.67
2012-06-30,f,40.704,-7.389.389,2,1,1,4.93
2011-08-08,f,4.080.455,-7.395.651,2,1,1,5.0
2014-06-18,f,4.080.655,-7.394.854,4,1,2,
2012-04-07,f,4.071.836,-7.399.708,2,2,2,4.91
2014-09-01,f,4.066.874,-7.397.962,6,1,1,4.85
2014-04-25,f,4.072.364,-7.399.307,2,1,1,5.0
2014-09-01,f,407.187,-7.398.578,2,1,3,4.9
2014-09-02,f,4.068.168,-7.397.978,1,1,1,5.0
2014-09-02,f,4.080.948,-739.243,2,1,1,4.53
2013-05-20,f,4.070.882,-7.396.889,2,1,2,4.91
2014-06-25,f,4.070.462,-7.400.811,2,1,2,4.38
2013-10-31,t,4.081.469,-7.394.324,4,,2,4.66
2014-06-08,t,4.074.674,-7.388.593,2,1,1,4.72
2013-08-01,f,4.072.102,-7.398.622,1,1,1,
2014-09-03,f,4.087.647,-7.387.626,3,1,1,4.87
