host_since,host_is_superhost,latitude,longitude,accommodates,bedrooms,beds,review_scores_rating
2020-07-11,f,407.561.493.887.348,-7.380.515.876.145.670,4,1,2,4.5
2014-02-01,f,4.076.045.769.679.650,-739.976.115.384.067,4,1,1,
2012-11-12,t,4.073.137.883.564.720,-7.400.234.883.369.430,6,3,4,
2016-07-04,f,40.737.838.036.385.600,-7.378.728.124.694.170,5,3,3,2.5
2014-05-06,f,40.699.203,-73.917.465,4,2,2,
2022-04-21,f,40.857.464.007.194.900,-7.390.201.666.170.690,4,2,1,1.0
2022-04-22,f,408.675.251.608.352,-7.392.257.330.693.000,1,1,1,4.56
2022-04-22,f,40.869.415.143.454.800,-7.392.384.515.664.800,1,1,1,4.83
2022-04-22,f,40.867.400.849.796.800,-739.237.895.626.526,1,1,1,4.78
2022-04-22,f,40.869.496.916.024.900,-7.392.287.229.905.590,1,1,1,4.8
2022-01-17,f,4.066.708,-738.868,2,1,1,5.0
2022-04-21,f,407.662.561.316.553,-7.388.697.395.310.170,2,1,1,
2022-04-05,f,40.727.272.226.922.400,-7.398.488.292.992.870,6,3,3,5.0
2013-10-03,f,4.067.245.961.217.610,-7.397.300.830.268.140,2,1,1,5.0
2021-10-31,f,4.075.974.821.224.150,-7.391.485.632.999.100,6,2,2,5.0
2012-05-09,f,40.691.320.168.920.500,-7.397.325.331.226.660,2,1,2,5.0
2021-05-12,f,407.464.572.272.513,-7.398.663.003.026.970,3,1,2,1.0
2020-11-05,t,40.805.472.619.914.400,-7.391.928.924.562.620,15,2,5,4.75
2019-09-10,f,4.075.929.750.551.130,-7.399.412.659.209.400,2,1,1,
2021-04-27,t,40.713.312.284.748.700,-7.396.547.751.590.580,2,1,1,4.67
2022-04-22,f,4.067.992.763.461.240,-7.377.106.272.580.160,6,3,3,
2019-06-19,f,4.074.866.141.396.840,-739.562.812.692.062,6,2,2,
2015-07-26,f,4.075.572.860.504.260,-7.380.876.826.989.880,9,4,6,
2022-04-22,f,40.705.067.527.921.100,-7.400.866.592.092.820,2,1,1,3.5
2021-04-22,f,4.066.426.131.466.560,-73.877.267.030.835,4,1,1,1.0
2017-08-09,f,40.803.670.567.749.700,-7.393.689.417.999.530,4,1,2,4.5
2015-03-14,f,40.865.240.787.434.400,-739.292.824.655.369,6,2,4,
2020-04-20,f,40.666.293.555.581.500,-7.387.997.892.913.410,4,2,2,5.0
2014-08-04,f,4.084.532.221.973.230,-7.386.590.186.856.510,2,1,1,4.67
2020-02-03,f,4.074.440.940.611.300,-7.389.557.309.882.320,2,1,1,5.0
2020-02-03,f,4.074.401,-7.389.556,6,2,4,3.0
2021-11-16,f,4.066.612.402.334.340,-7.393.294.790.745.920,2,1,1,
2022-01-17,f,40.666.512,-73.887.604,5,2,3,
2022-01-17,f,4.066.765.372.212.150,-7.388.788.947.543.690,2,1,1,
2022-03-22,f,4.060.746.074.240.110,-7.400.518.970.012.580,3,1,2,5.0
2022-04-09,f,4.087.716.535.840.290,-7.386.421.735.432.150,4,1,1,
2022-02-07,f,40.709.150.107.552.100,-7.396.815.304.964.720,4,1,1,4.25
2018-05-21,f,40.679.610.588.718.200,-7.378.143.177.168.600,8,3,4,5.0
2022-04-23,f,40.612.469,-74.085.388,4,2,2,4.8
2016-06-21,f,4.065.929,-7.371.443,6,3,3,5.0
2022-03-12,f,4.086.964.606.780.240,-7.392.063.691.799.400,4,1,3,
2020-07-03,f,4.065.165,-7.419.653,2,1,1,
2019-09-26,t,4.070.333.440.075.890,-7.389.754.082.647.630,3,1,2,
2018-11-06,f,4.066.090.371.935.300,-7.395.146.359.554.060,3,1,1,
2022-04-23,f,4.067.932.836.791.460,-7.394.236.335.372.760,10,3,5,5.0
2017-11-15,f,4.088.944,-7.383.748,6,2,3,3.67
2022-01-17,f,4.066.703.379.113.180,-738.865.778.072.729,16,,1,5.0
2012-12-27,f,4.069.314.546.006.380,-739.252.166.730.499,3,1,1,
2012-04-17,f,40.682.355.373.618.200,-7.394.120.376.392.580,3,1,1,5.0
2017-10-11,f,40.826.462,-73.942.635,1,1,1,
2016-04-09,f,40.751.608.733.495.200,-7.397.289.938.037.210,2,1,3,
2014-04-15,f,4.069.339.308.787.970,-7.394.638.049.973.620,2,1,1,
2014-05-05,f,40.629.925.880.252.200,-7.408.069.092.794.090,5,2,3,4.25
2017-06-08,f,40.759.980.300.302.200,-7.399.024.108.646.710,3,,2,
2018-05-22,f,40.895.813,-73.896.957,4,1,1,4.0
2018-07-21,f,40.779.305,-74.014.519,3,1,2,
2021-07-15,f,407.684,-7.392.503,2,1,1,
2021-07-15,f,40.768.832.660.732.900,-7.392.388.110.403.290,2,1,1,
2021-03-04,f,4.068.388.905.980.490,-7.390.950.880.224.210,5,2,3,4.0
2021-07-15,f,40.770.571.982.759.900,-7.392.382.233.599.800,2,1,1,
2018-08-15,f,4.067.804.255.022.720,-7.390.452.078.620.370,3,1,1,4.57
2014-02-26,f,4.077.090.097.850.540,-7.395.605.552.908.330,2,1,1,5.0
2017-01-06,f,40.680.756.774.574.500,-7.397.554.204.475.960,5,2,3,
2012-12-01,f,4.072.937.399.106.550,-7.399.242.581.986.030,2,1,1,
2022-04-24,f,4.071.741.831.889.960,-7.395.211.753.853.490,2,1,1,
2017-02-01,f,407.313.353.229.064,-7.400.137.946.320.580,3,1,1,
2014-08-27,f,406.595.222.327.459,-7.375.497.821.323.910,6,3,3,5.0
2015-12-07,f,40.776.286.966.485.600,-739.564.642.334.601,2,1,1,
2014-02-26,f,40.770.748.216.488.600,-7.395.621.094.147.420,1,1,1,5.0
2016-05-19,f,4.072.729.545.764.010,-7.385.990.094.512.290,2,1,1,5.0
2022-04-25,f,40.705.516.635.798.000,-7.394.411.773.859.120,2,1,1,5.0
2019-04-03,f,4.072.985.598.116.420,-7.388.047.059.857.310,1,1,1,
2021-02-04,f,4.073.315.952.062.940,-7.400.094.402.079.700,3,1,1,5.0
2021-05-12,f,4.074.695.053.786.270,-7.398.883.187.021.640,4,1,2,
2016-07-02,f,4.077.473.813.165.940,-7.392.652.752.882.640,4,1,3,5.0
2017-07-12,f,4.085.041.237.254.020,-739.365.833.583.904,1,1,1,5.0
2014-03-11,f,4.069.737.350.846.600,-7.391.186.900.438.330,2,1,1,5.0
2013-03-06,f,4.068.096.404.839.610,-7.397.654.274.075.890,1,1,1,
2017-07-12,f,4.084.957.835.911.880,-7.393.839.770.961.920,1,1,1,5.0
2021-01-18,f,4.079.717.786.608.300,-7.396.368.820.226.980,2,1,1,
2012-11-24,f,40.702.289.210.233.400,-7.390.185.620.289.490,2,1,1,4.88
2021-08-31,f,4.079.711.245.003.730,-739.358.114.824.817,2,1,1,
2020-07-31,f,40.754.857.068.109.800,-7.398.839.933.727.920,9,3,4,
2015-09-22,f,40.856.271.708.398.500,-7.388.540.629.316.970,1,1,1,
2021-03-26,f,4.084.600.896.877.190,-739.368.062.946.268,2,1,1,
2010-09-20,f,40.785.684.118.886.300,-7.397.995.126.732.540,2,1,1,5.0
2020-09-20,f,406.718.431.521.417,-7.378.068.290.104.030,3,1,3,
2020-09-20,f,4.067.161.087.831.100,-7.378.027.036.513.200,3,1,1,
2019-08-18,f,4.068.352.501.080.290,-7.395.076.562.003.670,16,,1,
2018-07-12,f,4.085.982.695.819.740,-7.392.959.857.601.950,2,1,1,5.0
2022-02-13,f,4.069.738.025.215.040,-7.394.565.402.251.950,1,1,1,5.0
2021-03-17,f,4.084.755.574.514.110,-7.390.822.097.796.780,1,1,1,4.5
2018-08-15,f,4.067.784,-7.390.456,4,1,1,
2018-08-15,f,4.067.816.765.029.790,-7.390.591.824.724.190,3,1,1,4.75
2016-09-10,f,407.294.325.563.834,-7.400.566.202.597.170,4,1,1,
2014-04-01,f,4.069.936.408.727.160,-7.394.409.583.890.050,2,1,1,
2020-09-20,f,4.067.299.869.552.270,-7.378.129.975.221.520,4,2,3,5.0
2011-12-21,f,4.073.362.158.673.930,-7.400.168.244.860.850,2,1,1,5.0
2013-06-07,f,40.713.422.611.835.100,-7.398.042.668.523.850,2,1,1,
2019-10-25,f,405.906.688.499.158,-7.379.478.763.913.390,4,2,2,5.0
2019-03-05,f,4.067.764.743.407.340,-7.379.803.581.082.360,4,1,2,
2022-04-23,f,4.078.987.843.909.450,-7.394.744.987.307.000,4,2,2,
2018-05-30,f,4.074.122,-7.403.207,7,3,4,
2019-08-17,f,4.076.497,-7.387.514,6,2,2,5.0
2022-01-13,f,40.825.266.265.634.900,-73.940.523.739.507,3,2,2,5.0
2016-05-22,f,406.923.936.684.617,-7.391.496.259.671.210,2,1,1,
2017-09-25,f,40.681.564,-73.994.194,2,1,1,
2012-12-29,f,40.730.614,-74.002.403,2,1,1,
2011-08-27,f,4.087.346.943.119.070,-7.391.639.379.184.060,2,1,1,
2016-04-06,f,4.068.728.699.176.240,-739.088.690.481.316,4,3,3,
2022-04-26,f,4.082.605,-7.381.467,8,3,3,
2014-01-24,f,40.716.047.613.350.600,-7.394.956.762.365.150,4,2,2,
2014-05-18,t,4.079.322.254.990.130,-7.397.432.370.602.880,3,1,1,
2020-12-20,f,4.067.972.592.593.180,-7.394.983.245.207.080,4,2,2,4.2
2018-03-06,f,4.068.276.356.249.070,-7.391.995.559.643.400,6,3,3,
2019-03-06,f,4.074.827.959.540.240,-7.394.309.300.969.940,2,,1,
2022-04-26,f,4.091.518,-7.383.431,6,2,6,5.0
2015-05-07,f,4.069.233.761.200.930,-7.390.700.444.669.050,2,1,1,
2015-02-27,f,4.059.509.379.185.760,-737.950.785.042.116,2,1,1,5.0
2018-10-08,f,4.074.379.818.159.790,-7.398.994.169.696.160,2,,1,4.0
2014-06-16,f,40.817.276,-73.942.688,2,1,1,
2013-08-23,t,408.352.860.126.412,-7.394.357.614.137.710,5,2,3,5.0
2020-12-17,t,4.079.117.278.512.090,-7.397.240.621.863.980,2,1,1,
2022-01-25,f,4.068.344.322.080.690,-7.394.813.861.083.770,4,1,1,
2017-04-26,f,40.669.601,-73.890.701,4,1,3,5.0
2017-05-04,f,4.074.074.576.625.010,-739.783.659.475.984,6,3,4,5.0
2016-08-22,f,4.065.488.551.717.580,-739.269.616.760.332,4,2,2,
2013-01-05,f,40.609.299,-73.954.788,4,1,2,
2022-04-26,f,4.082.290.629.631.230,-7.395.213.859.938.480,2,1,1,5.0
2022-04-05,f,40.761.187.599.534.800,-7.399.078.174.980.860,4,1,2,5.0
2016-08-21,f,40.696.709.473.765.500,-7.376.307.877.500.190,1,1,1,5.0
2016-05-25,f,4.068.688,-739.318,2,1,1,5.0
2016-08-12,f,4.077.267.544.266.930,-739.218.097.501.463,4,1,2,5.0
2020-02-15,f,40.857.353,-73.929.146,4,1,1,3.5
2016-03-19,f,40.682.995,-73.999.977,8,4,4,5.0
2013-06-28,f,4.079.141,-740.024,2,1,1,5.0
2020-01-27,f,4.077.469.749.095.980,-7.394.730.214.980.550,4,2,2,
2022-04-26,f,4.082.665.287.382.510,-7.381.461.324.533.420,8,3,3,5.0
2014-01-03,f,4.076.748.530.632.530,-7.381.372.253.377.850,1,1,1,2.0
2015-02-03,f,4.079.071,-7.394.063,4,2,2,
2016-04-27,f,4.069.831.520.609.530,-738.282.873.994.619,10,3,3,5.0
2022-01-24,f,40.689.495,-73.914.642,2,1,1,5.0
2012-07-08,f,4.074.276,-739.719,4,2,2,
2012-07-08,f,4.076.950.892.993.150,-7.395.629.967.934.360,3,,1,
2020-11-29,f,4.071.743.971.737.170,-7.395.382.075.015.490,2,1,1,4.0
2013-03-30,f,4.070.953.699.385.730,-7.400.997.322.611.750,4,2,2,5.0
2022-01-23,f,40.697.711.896.754.000,-7.397.749.168.810.870,1,1,1,5.0
2012-07-08,f,4.077.152.099.136.200,-7.395.630.698.182.850,2,,1,
2015-06-17,f,40.659.378,-7.398.378,3,1,1,5.0
2017-01-06,f,4.075.336,-7.399.317,10,3,4,
2018-05-29,f,40.642.188.797.312.100,-7.395.150.914.302.410,7,3,4,5.0
2013-09-22,f,40.622.682.362.788.900,-7.396.239.298.525.670,4,1,4,5.0
2022-04-27,f,40.753.470.848.732.900,-7.387.851.535.353.900,2,1,1,
2014-11-05,f,40.688.315.103.039.000,-7.397.831.267.744.920,2,,1,4.0
2021-02-11,f,406.522.327.644.578,-7.395.374.913.625.040,3,1,1,4.0
2018-10-29,f,40.671.677,-73.877.579,2,1,1,5.0
2012-09-23,f,4.073.433.907.677.800,-7.397.928.354.155.700,2,1,1,
2014-05-30,t,40.729.743.126.596.000,-7.398.711.533.105.560,2,1,1,5.0
2021-06-04,f,4.064.175,-73.896.629,6,2,3,
2022-01-14,f,4.068.830.595.163.690,-739.098.936.749.763,2,1,2,
2022-04-19,f,40.752.009.216.075.400,-7.385.195.148.970.740,4,1,1,4.67
2020-01-27,f,4.077.089.775.998.000,-7.395.486.031.678.540,4,2,2,
2019-02-14,f,4.069.412.915.294.580,-7.392.795.504.679.150,2,1,1,
2015-09-29,f,4.075.867.237.016.230,-7.381.699.536.813.120,8,3,4,5.0
2021-03-01,f,40.700.323.448.162.200,-7.391.733.946.206.710,8,3,4,
2019-05-28,f,4.072.551.408.911.440,-7.397.870.754.550.110,4,2,2,
2017-03-19,f,40.586.311,-73.989.548,1,1,1,4.33
2018-01-10,f,40.693.376.134.463.600,-7.373.484.806.379.100,1,1,1,
2015-05-18,f,40.755.440.266.693.000,-7.399.176.752.445.010,8,3,5,
2016-02-05,f,4.067.806.747.687.270,-7.399.417.547.054.910,4,2,2,5.0
2016-12-16,f,40.785.591,-73.949.585,2,1,1,
2021-01-18,f,4.079.567.689.932.720,-7.396.150.131.325.650,2,,1,
2018-01-10,f,4.069.434,-7.373.299,2,1,1,5.0
2013-10-04,f,4.081.317.012.666.360,-7.395.152.877.705.750,6,2,2,5.0
2013-04-04,f,4.074.101.102.342.870,-7.400.441.237.348.720,2,1,1,
2022-02-10,t,4.072.524.169.727.020,-739.899.986.658.763,2,1,2,
2017-09-29,f,4.069.179.040.385.460,-738.345.140.306.273,3,1,1,4.83
2019-05-17,f,40.828.178.382.988.700,-7.394.643.322.294.910,2,,1,4.33
2022-04-13,f,4.083.562.993.008.910,-7.391.000.083.319.260,2,1,1,4.5
2019-08-09,f,4.070.052.405.107.740,-7.394.082.201.541.590,1,1,1,
2015-08-07,f,40.711.449.473.346.700,-7.396.500.546.203.910,2,1,1,
2016-06-02,t,4.074.724.642.820.970,-7.391.684.198.400.860,3,1,2,
2019-08-17,f,4.076.519,-7.387.398,2,1,1,3.67
2018-05-30,f,4.073.924,-7.403.049,7,3,4,
2014-08-04,f,4.076.269.248.445.550,-7.395.743.242.636.600,3,1,2,5.0
2020-08-16,f,40.666.313,-739.366,4,1,1,4.67
2015-01-16,f,4.089.808.045.833.600,-7.384.581.012.708.800,4,2,2,4.5
2019-06-11,f,407.978.518.522.871,-7.393.958.372.434.170,2,1,1,
2013-06-14,f,40.774.280.905.348.200,-7.398.232.618.619.750,2,1,1,
2018-08-01,f,40.707.272.571.683.700,-7.396.247.879.286.570,3,1,1,
2022-04-26,f,4.082.079.762.856.970,-7.395.268.791.223.070,2,1,1,5.0
2013-11-11,t,4.081.640.541.449.590,-7.394.399.955.626.560,2,1,1,
2018-08-01,t,4.082.412.324.247.480,-7.395.419.756.130.750,1,1,1,5.0
2022-04-29,f,40.612.343,-73.949.509,4,4,4,
2019-02-21,t,4.063.736,-7.408.155,1,3,1,3.0
2016-07-11,f,4.084.946.966.847.860,-7.394.043.900.150.790,1,1,1,5.0
2016-12-16,f,40.740.219,-73.979.568,4,2,2,
2016-12-16,f,40.740.219,-73.979.568,2,1,1,
2016-12-16,f,40.740.219,-73.979.568,2,1,1,
2016-12-16,f,40.675.026,-73.997.849,2,1,1,
2016-12-16,f,40.740.219,-73.979.568,4,2,2,
2022-04-29,f,4.076.918,-7.398.478,2,1,1,4.5
2017-09-04,t,4.081.212.263.860.020,-7.395.184.997.938.400,1,1,1,4.75
2018-03-30,f,40.793,-7.399.942,2,1,1,
2022-01-17,f,4.066.542.312.344.540,-738.868.362.185.201,6,2,3,4.0
2017-05-17,f,4.065.647.961.803.230,-7.390.552.735.557.800,3,1,1,5.0
2021-12-28,f,4.084.376,-7.389.017,4,2,2,
2021-06-19,t,4.090.225.776.435.480,-7.384.129.218.848.910,2,1,1,5.0
2013-06-03,f,4.069.109,-7.399.633,2,1,1,5.0
2016-12-03,f,407.066.686.838.117,-7.395.020.947.608.250,2,1,1,5.0
2014-08-11,f,40.715.201.478.034.400,-7.396.486.216.605.300,4,3,4,5.0
2021-07-22,f,4.068.918.096.788.740,-7.377.763.159.435.350,7,3,5,5.0
2012-07-08,f,4.076.995,-7.395.667,2,,1,
2021-12-13,f,4.066.105.836.391.010,-7.386.543.335.249.470,6,4,3,4.5
2017-05-23,f,40.749.508,-73.939.613,2,1,1,5.0
2022-04-29,f,4.069.424.389.469.390,-739.120.469.590.194,4,2,2,5.0
2016-06-14,f,4.074.672.407.098.710,-7.391.484.972.886.050,3,1,2,4.67
2020-01-22,f,4.066.649.231.090.730,-7.399.378.528.639.350,7,3,3,5.0
2014-05-25,f,4.079.313,-7.400.047,2,1,1,
2014-07-07,f,40.761.167.749.879.100,-7.399.500.103.079.050,10,4,4,5.0
2015-07-23,f,4.068.002.198.234.040,-7.394.483.272.273.540,8,4,4,5.0
2022-04-27,f,40.681.973,-73.937.057,2,1,1,4.5
2021-03-08,f,407.625.033.595.523,-7.399.185.715.621.400,10,5,5,4.67
2015-09-08,t,4.059.791.338.677.340,-73.956.385.424.135,1,1,4,4.8
2015-01-19,f,4.082.467,-7.393.749,3,1,1,5.0
2021-01-05,f,4.076.497.679.766.780,-7.396.309.426.990.840,2,1,1,
2015-07-23,f,40.678.135.297.787.300,-7.394.525.573.045.340,6,2,2,
2018-06-16,f,4.074.332.739.094.030,-7.399.611.885.744.350,1,,1,
2017-08-09,f,4.080.574.566.054.500,-739.369.153.298.416,4,1,2,5.0
2017-08-09,f,4.080.421.630.126.010,-7.393.645.715.747.600,10,3,5,
2016-04-09,f,4.073.494.071.689.400,-7.386.060.548.354.200,2,2,2,
2021-02-14,f,40.657.108,-73.959.412,2,1,1,4.4
2022-04-30,f,4.078.064.969.023.400,-7.391.514.989.366.300,2,1,2,5.0
2021-11-19,f,4.071.844.627.703.330,-7.400.729.057.774.720,16,5,6,
2022-04-30,f,4.065.256,-7.393.338,1,1,1,
2021-08-20,f,408.283.119.126.598,-7.391.470.570.428.700,5,1,2,4.5
2017-05-08,f,40.796.715,-73.962.357,2,1,1,5.0
2019-11-02,f,4.074.606.957.308.770,-7.399.109.150.270.370,1,1,1,4.5
2019-03-27,f,4.074.408.665.694.750,-7.390.944.821.173.160,8,3,5,2.0
2015-10-29,f,4.077.571.265.258.540,-7.395.543.032.290.430,2,1,1,4.33
2018-03-21,t,4.066.181.124.136.550,-739.899.380.480.706,1,1,1,
2022-01-17,f,4.066.770.756.886.460,-7.388.672.062.317.830,2,1,3,
2014-09-30,f,4.085.921.661.140.150,-7.389.489.804.333.680,7,4,3,
2016-02-12,f,4.068.841.505.755.630,-7.395.160.520.787.910,2,1,1,
2022-03-18,f,4.069.218.663.258.790,-7.391.267.388.667.640,2,1,1,
2016-05-10,f,4.072.081.998.833.810,-7.394.127.388.710.800,2,1,1,
2022-04-16,f,40.757.475.876.830.400,-7.399.746.647.853.020,2,1,1,4.67
2019-12-27,f,4.086.515.282.929.710,-7.390.033.062.223.390,2,1,1,5.0
2019-11-02,f,4.074.603.388.849.930,-7.398.963.570.815.820,2,1,1,3.0
2017-05-25,f,40.711.535.519.837.100,-7.400.711.126.605.660,8,4,3,
2022-06-03,f,40.669.496.963.929.500,-7.392.933.643.039.850,4,1,2,
2019-11-02,f,40.747.729.751.338.500,-7.399.002.688.715.610,2,1,1,4.5
2019-11-02,f,407.478.078.420.166,-7.398.933.904.244.210,2,1,1,
2012-07-11,f,4.068.258.929.249.940,-7.395.155.099.676.990,8,3,6,
2022-04-28,f,40.682.982.880.180.400,-739.194.622.113.657,2,1,1,4.17
2022-04-28,f,4.068.306.045.187.750,-7.391.916.230.369.420,2,1,1,4.25
2019-11-02,f,4.074.778.306.925.420,-739.899.167.366.261,8,2,4,
2011-07-04,f,408.415.757.034.736,-7.393.731.673.191.820,2,1,1,
2022-05-01,f,4.077.146.608.125.550,-7.391.989.821.230.780,2,,1,5.0
2013-11-28,f,4.071.256.143.574.700,-7.396.041.546.884.430,4,2,3,
2012-10-31,f,4.071.272.030.995.440,-7.396.416.202.139.040,4,2,2,5.0
2019-02-18,f,40.710.752.759.508.900,-7.379.678.090.962.040,3,1,1,
2018-08-24,f,4.074.617.816.587.080,-7.398.677.114.612.520,9,2,4,
2020-01-15,f,4.074.041,-7.403.204,2,1,1,5.0
2019-04-09,f,40.834.156,-73.857.414,2,1,1,
2019-08-22,f,40.630.211.768.439.300,-7.389.853.319.396.680,4,2,2,5.0
2015-12-21,t,40.656.534.338.186.100,-7.400.496.958.227.920,2,1,1,
2016-06-30,f,4.067.852.170.489.450,-7.394.788.200.008.790,2,1,1,5.0
2019-06-10,f,40.760.423.009.640.300,-739.246.896.066.054,1,1,1,
2015-06-04,f,4.067.048.654.890.350,-7.398.778.923.276.380,4,2,2,
2021-03-17,f,4.086.838.782.629.700,-7.389.373.719.513.600,2,1,1,4.8
2019-08-06,f,4.070.549,-74.015.648,2,1,2,
2017-03-30,t,4.081.986.118.289.080,-7.392.730.704.999.190,6,3,3,
2022-05-02,f,40.883.648.990.832.700,-7.387.970.217.846.140,4,1,1,
2022-05-02,f,40.727.560.151.993.400,-7.395.760.544.935.650,2,2,2,
2015-11-23,t,4.071.916,-7.394.321,5,2,3,
2015-04-03,f,4.066.103,-7.392.678,2,1,1,4.67
2015-06-11,f,4.065.128.728.356.940,-7.397.384.340.587.430,3,1,2,
2021-05-12,f,4.074.683.164.158.320,-7.398.670.622.543.010,4,1,2,
2021-05-25,f,4.076.572.356.738.770,-7.398.966.087.329.010,2,1,1,5.0
2014-11-02,f,407.316.930.372.077,-7.385.914.425.024.460,1,1,1,5.0
2015-07-12,f,4.076.736.815.714.280,-7.398.208.150.709.270,2,,1,
2022-02-17,f,4.066.162.117.090.660,-7.399.431.317.898.230,8,3,3,5.0
2014-03-28,f,4.069.498.394.831.500,-739.258.885.552.625,2,1,1,5.0
2011-07-30,f,4.064.082.827.753.770,-7.393.297.056.236.150,2,,1,5.0
2022-04-24,f,4.079.381.587.890.200,-7.393.179.596.645.610,12,4,6,
2015-10-04,f,4.069.776.138.039.890,-7.393.017.007.610.270,2,1,1,5.0
2010-08-02,f,40.607.342,-74.005.783,1,1,1,
2016-06-11,f,4.064.815.062.115.110,-7.400.797.368.016.320,4,2,2,5.0
2022-05-02,f,4.057.409.427.764.960,-740.923.220.860.443,4,2,1,
2013-08-19,f,40.656.822.888.237.500,-7.395.775.030.919.650,2,1,1,5.0
2015-02-23,f,40.784.103.941.423.100,-7.397.747.871.308.270,2,1,1,
2014-09-30,f,4.059.090.012.641.640,-7.394.630.169.299.090,12,5,5,
2015-03-30,f,407.637.309.504.127,-7.398.306.607.657.480,3,1,2,
2022-05-02,f,4.070.018,-7.391.759,2,1,1,
2019-02-08,f,4.075.553,-7.402.446,2,1,1,5.0
2015-06-22,f,4.080.048,-73.952.858,8,3,4,
2016-05-23,f,407.162.098.329.894,-7.383.517.889.158.720,4,2,2,
2022-05-02,f,40.752.808,-73.925.415,2,1,1,4.83
2020-09-08,f,40.683.610.366.982.200,-7.389.340.229.125.900,2,1,1,4.0
2012-02-16,f,4.070.178.267.564.360,-7.391.235.203.291.340,4,1,1,5.0
2017-03-15,t,4.067.418.194.878.500,-7.396.203.049.080.400,4,2,2,
2016-03-02,f,4.075.459.097.933.330,-7.393.652.923.029.070,1,1,1,4.86
2011-03-21,f,4.079.509,-7.399.954,2,1,1,5.0
2014-06-03,f,4.070.655.065.622.030,-7.390.731.311.496.130,4,2,2,
2011-04-30,t,4.068.735.206.246.870,-7.394.989.323.978.560,1,1,1,
2011-04-30,t,4.068.898.643.970.450,-739.501.417.827.665,1,1,1,4.0
2021-10-02,t,40.696.119.912.331.000,-7.385.830.628.341.910,2,1,1,5.0
2017-09-08,t,4.092.023.658.653.800,-7.389.889.119.494.210,2,1,1,4.5
2012-11-08,f,40.637.741.430.591.400,-7.396.798.790.170.690,9,5,4,
2022-03-02,f,40.763.095.641.126.900,-7.399.296.292.937.000,7,3,3,
2018-04-04,f,40.763.843.895.912.800,-7.397.674.698.064.420,2,,1,
2021-12-11,f,4.068.917.648.152.560,-7.398.812.251.145.010,2,1,1,4.5
2020-10-07,t,4.067.314.746.053.150,-7.389.234.745.795.200,2,1,1,
2020-10-07,t,40.671.590.320.858.500,-7.389.337.919.828.580,2,,1,
2020-10-07,t,4.071.259.940.330.050,-7.373.964.412.074.770,2,,1,
2022-01-06,t,40.797.599.800.733.000,-739.338.797.750.249,7,3,3,
2017-01-05,f,4.080.856.424.518.430,-7.392.740.375.883.650,2,1,1,4.5
2011-05-18,f,40.719.783.374.623.200,-739.639.499.375.026,3,2,2,
2017-03-02,f,4.074.565,-7.399.686,2,1,1,
2019-11-21,f,40.607.363.374.050.500,-7.375.606.076.877.370,3,,1,5.0
2022-04-23,f,4.077.405,-7.398.939,4,1,3,5.0
2022-05-03,f,40.767.581.495.109.500,-738.944.182.006.201,6,2,4,
2015-07-04,f,4.069.080.138.570.570,-7.391.667.128.275.920,4,3,3,5.0
2014-05-22,f,40.776.036.100.653.900,-7.394.639.566.004.610,2,1,1,
2019-07-12,f,4.068.893.294.888.270,-7.375.100.981.463.950,1,1,1,
2016-06-16,f,4.069.805.947.429.040,-7.393.772.402.760.340,4,2,2,
2012-04-09,f,4.065.740.026.862.340,-7.398.494.920.246.300,4,2,3,
2016-07-15,f,4.067.438.095.985.200,-7.374.598.343.883.810,1,1,1,3.0
2022-05-03,f,40.704.286.327.148.800,-7.391.514.362.804.540,4,2,2,5.0
2013-03-25,f,4.071.922.624.415.100,-7.398.729.719.349.180,2,1,1,
2021-09-22,f,40.759.038.127.918.400,-7.399.492.216.168.120,4,2,2,
2021-05-27,f,4.072.841.259.366.980,-739.829.984.881.327,6,3,4,5.0
2013-03-25,f,4.072.093.090.767.940,-7.398.840.833.872.650,12,3,6,
2018-02-27,f,4.076.510.130.597.760,-7.398.860.056.215.230,2,1,1,4.5
2018-02-24,f,4.069.183.592.761.990,-7.394.147.811.829.650,1,1,1,
2022-04-17,f,4.066.026.842.812.620,-7.393.841.371.971.830,4,2,2,1.0
2015-06-26,f,40.810.337,-73.941.216,4,1,2,
2013-06-10,f,4.068.926.432.587.560,-7.391.637.959.169.980,4,1,2,
2022-05-02,f,40.699.901.622.782.000,-7.391.959.984.195.010,2,1,1,
2016-07-14,f,4.071.427.716.831.810,-7.399.460.263.806.060,2,1,1,5.0
2018-04-04,f,4.075.188,-7.394.319,1,1,1,
2019-07-12,f,406.887,-7.375.194,1,1,1,
2019-07-12,f,4.068.903.190.753.040,-7.375.071.026.639.450,1,1,1,
2021-10-28,f,4.068.928.521.380.190,-737.525.987.017.886,6,3,3,5.0
2019-07-12,f,4.068.870.382.942.190,-7.375.050.329.078.540,1,1,1,
2017-12-28,f,4.076.532.076.542.620,-7.399.506.890.127.820,2,1,1,5.0
2022-05-03,f,4.067.835.193.848.150,-7.391.057.572.366.590,2,1,1,5.0
2022-04-30,f,40.667.347,-7.382.222,4,2,2,4.5
2022-05-03,f,4.075.569,-7.399.395,4,1,3,4.75
2021-05-20,f,4.085.741.707.496.900,-7.384.018.175.869.780,4,2,3,4.0
2016-07-04,f,40.737.370.905.119.300,-7.378.762.778.602.380,2,1,1,
2022-05-03,f,4.079.555,-7.400.114,4,1,2,5.0
